timestamp,mode,trial_id,instruction,group,target_key,policy,goal_source,waypoint_count,waypoints,target_x,target_y,target_yaw,planned_path_length_m,nav_result,duration_sec,trajectory_length_m,final_pose_source,final_x,final_y,final_yaw,final_navigation_error_m,physical_arrival,success_radius_m,timeout,stuck,recovery_count,amcl_odom_disagreement_m,goal_center_state,goal_free_ratio,goal_safe
2026-07-02 13:46:52,online,3,Go to the black office chair.,near,chair,observation_pose,observation_pose,1,"0.200,-0.690,3.142",0.2,-0.69,3.142,0.718,stuck,47.195,0.001,odom,-0.269,-2.428,2.116,1.8,False,0.8,False,True,,,free,1.0,True
2026-07-02 13:47:39,online,3,Go to the black office chair.,near,chair,object_center,object_center,1,"-0.540,-0.690,1.570",-0.54,-0.69,1.57,0.876,stuck,45.133,0.001,odom,-0.269,-2.428,2.116,1.759,False,0.8,False,True,,,free,1.0,True
